"Date","Operator","AC_Type","Location","Fatalities","Registration"
"Mar 13, 1940","","Avro 652 Anson","Blackpool, Lancashire",0,"N5385"
"Mar 13, 1940","Radium Hot Springs Flying Service","De Havilland DH.60 Moth","Windermere, British Columbia",0,"CF-AGK"
"Mar 12, 1940","","Avro 652 Anson","Lechdale-on-Thames, Gloucestershire",5,"N9824"
"Mar 12, 1940","","Armstrong Whitworth AW.38 Whitley","Abingdon AFB, Oxfordshire",3,"K8960"
"Mar 10, 1940","","Tupolev ANT-6 (TB-3 & G-2)","Kemijärvi, Lapland",0,"-"
"Mar 8, 1940","","Vickers 408 Wellington IA","Brooklands (Weybridge), Surrey",5,"N3017"
"Mar 6, 1940","","Airspeed AS.10 Oxford","Brize Norton AFB, Oxfordshire",0,"L4554"
"Mar 5, 1940","","Ford 5","San Martín, Veracruz",0,"XA-BCW"
"Mar 5, 1940","","Blackburn B-26 Botha","Flixborough, Lincolnshire",2,"L6129"
"Mar 3, 1940","","Bloch MB.220","Gigondas, Vaucluse",3,"F-AOHA"
"Mar 3, 1940","","Armstrong Whitworth AW.38 Whitley","Dishforth AFB, North Yorkshire",0,"K9022"
"Mar 3, 1940","","Vickers 408 Wellington IA","Mildenhall AFB, Suffolk",6,"N3006"
"Mar 3, 1940","","Lockheed L-414 Hudson","Meopham, Kent",3,"N7334"
"Mar 2, 1940","","Avro 652 Anson","Llanthony, Monmouthshire",1,"N9879"
"Mar 2, 1940","","Vickers 408 Wellington IA","Mildenhall AFB, Suffolk",6,"N2984"
"Mar 2, 1940","","Armstrong Whitworth AW.38 Whitley","Dishforth AFB, North Yorkshire",0,"K9026"
"Mar 2, 1940","","Avro 652 Anson","Saint Eval AFB, Cornwall",0,"K8766"
"Mar 1, 1940","","Handley Page H.P.42","Gulf of Oman, All World",8,"G-AAGX"
"Feb 29, 1940","","Boeing 247","Tona, Santander",11,"C-79"
"Feb 27, 1940","","Heinkel He.111","Coquet Island, Northumberland",5,"-"
"Feb 27, 1940","","Heinkel He.111","Saint Abbs, Berwickshire",0,"1H+AK"
"Feb 27, 1940","","Heinkel He.111","Coquet Island, Northumberland",5,"-"
"Feb 26, 1940","","Farman F.190","France, All France",0,"F-AJCD"
"Feb 25, 1940","","Ford 5","San Isidro de El General, San José (Central Valley)",0,"TI-33"
"Feb 24, 1940","","Vickers 408 Wellington IA","Gembloux, Namur",0,"N3004"
"Feb 24, 1940","","Vickers 408 Wellington IA","Marham AFB, Norfolk",0,"N2948"
"Feb 24, 1940","","Blackburn B-26 Botha","Ryde, Isle of Wight",0,"L6111"
"Feb 22, 1940","","Heinkel He.111","Saint Abbs, Berwickshire",0,"T5+OH"
"Feb 21, 1940","","Vickers 408 Wellington IA","North Sea, All World",6,"N2951"
"Feb 21, 1940","","Vickers 408 Wellington IA","Holt, Norfolk",0,"P2526"
"Feb 21, 1940","","Vickers 408 Wellington IA","Wisbech, Cambridgeshire",0,"P9219"
"Feb 21, 1940","","Airspeed AS.10 Oxford","Bibury AFB, Gloucestershire",0,"L4607"
"Feb 21, 1940","","Heinkel He.111","Farne Islands, Northumberland",4,"-"
"Feb 20, 1940","","Ford 5","Prinzapolka, Región Autónoma del Atlántico Norte",0,"AN-AAT"
"Feb 20, 1940","Aéroclub de Guinée","Caudron C.280 Phalène","Kankan, Kankan Region",0,"F-ANBI"
"Feb 20, 1940","","Saro A.36 Lerwick","Oban, Argyll",4,"L7253"
"Feb 19, 1940","","De Havilland DH.89 Dragon Rapide","Burford, Shropshire",0,"G-ACPR"
"Feb 17, 1940","","De Havilland DH.85 Leopard Moth","Cunnamulla, Queensland",0,"VH-UUG"
"Feb 14, 1940","","De Havilland DH.84 Dragon","Inverness, Inverness-shire",0,"G-ADCT"
"Feb 13, 1940","Lundy & Atlantic Coast Air Lines","Short S.16 Scion","Barnstaple, Devon",0,"G-AETT"
"Feb 13, 1940","British American Air Services - BAAS","Heston Phoenix I","Liverpool, Merseyside",0,"G-AEHJ"
"Feb 13, 1940","","Heinkel He.111","Tynemouth, Northumberland",4,"-"
"Feb 12, 1940","","De Havilland DH.89 Dragon Rapide","Moyenneville, Somme",0,"G-ACYM"
"Feb 11, 1940","","Lockheed L-414 Hudson","Great Ayton, North Yorkshire",3,"N7294"
"Feb 10, 1940","","Armstrong Whitworth AW.38 Whitley","Abingdon AFB, Oxfordshire",2,"K7255"
"Feb 10, 1940","","Savoia-Marchetti SM.75","Aiello Calabro, Calabria",10,"I-LEAL"
"Feb 7, 1940","","Avro 652 Anson","West Wittering, West Sussex",0,"K6224"
"Feb 5, 1940","","Avro 652 Anson","Saint Mary's, Isles of Scilly, Surrey",3,"K8746"
"Feb 5, 1940","","Nakajima AT-2","Iki (Uotsuri Island), Kyūshū",0,"J-BBOT"
"Feb 3, 1940","","Handley Page H.P.54 Harrow","Evanton AFB, Ross and Cromarty",0,"K6948"
"Feb 3, 1940","","Heinkel He.111","Tynemouth, Northumberland",0,"-"
"Feb 3, 1940","","Heinkel He.111","Amble, Northumberland",0,"-"
"Feb 3, 1940","","Heinkel He.111","Amble, Northumberland",4,"1H+HL"
"Feb 3, 1940","","Heinkel He.111","",2,"1H+FM"
"Feb 3, 1940","","Heinkel He.111","Tynemouth, Northumberland",2,"1H+GK"
"Feb 2, 1940","","Avro 652 Anson","Blyth, Northumberland",0,"N5199"
"Jan 30, 1940","White Pass Airways","Ford 4","Carcross, Yukon",0,"NC5092"
"Jan 30, 1940","","Heinkel He.111","Coquet Island, Northumberland",4,"1H+KM"
"Jan 25, 1940","","Junkers W.34","Fort McMurray, Alberta",1,"CF-ARI"
"Jan 24, 1940","Sociedad Argentina de Navegacion Aérea (SANA)","Sikorsky S-38","Buenos Aires, Buenos Aires City",4,"LV-PAB"
"Jan 23, 1940","","Airspeed AS.10 Oxford","Montrose AFB, Angus (Forfarshire)",0,"L4669"
"Jan 22, 1940","","Lockheed 14 Super Electra","Denpasar, Bali",8,"PK-AFO"
"Jan 22, 1940","","Airspeed AS.10 Oxford","Sealand AFB, Flintshire",0,"L4611"
"Jan 21, 1940","","De Havilland DH.84 Dragon","Wau, Morobe",3,"VH-URW"
"Jan 18, 1940","","Avro 652 Anson","Totnes, Devon",5,"N5024"
"Jan 17, 1940","","Airspeed AS.10 Oxford","Tarporley, Cheshire",0,"P6803"
"Jan 16, 1940","","Avro 652 Anson","Great Yarmouth, Norfolk",0,"K8833"
"Jan 15, 1940","","Lockheed 14 Super Electra","Heston, Middlesex",0,"G-AFMO"
"Jan 15, 1940","","Avro 652 Anson","Castle Cary, Somerset",0,"K8819"
"Jan 15, 1940","","Avro 652 Anson","Plymouth, Devon",0,"K8712"
"Jan 15, 1940","","Avro 652 Anson","Barnstaple, Devon",0,"K6271"
"Jan 12, 1940","","Avro 652 Anson","Wick, Caithness",0,"K6317"
"Jan 10, 1940","Utility Airways","General Aircraft ST-25 Monospar","Hanworth, London Metropolis",0,"G-AEDY"
"Jan 10, 1940","","Vickers 290 Wellington I","Harwell AFB, Berkshire",0,"L4371"
"Jan 10, 1940","","Airspeed AS.10 Oxford","Sealand AFB, Flintshire",0,"P1941"
"Jan 6, 1940","","Avro 652 Anson","Niton, Isle of Wight",3,"K6246"
"Jan 3, 1940","","Avro 652 Anson","Rhyl, Denbighshire",0,"N5234"
"Jan 2, 1940","","Vickers 408 Wellington IA","North Sea, All World",6,"N2943"
"Jan 2, 1940","","Vickers 408 Wellington IA","North Sea, All World",6,"N2946"
"Jan 1, 1940","","Lockheed L-414 Hudson","Saint Abbs, Berwickshire",4,"N7232"
"Dec 27, 1939","","Avro 652 Anson","Stronsay, Orkney",4,"K6286"
"Dec 24, 1939","","Savoia-Marchetti SM.83","Dar el Caïd Allal Bou Fenzi, Marrakech-Tensift-El Haouz",7,"I-ARPA"
"Dec 21, 1939","","Lockheed 14 Super Electra","Libya, All Libya",5,"G-AFYU"
"Dec 20, 1939","","De Havilland DH.84 Dragon","Weston-super-Mare, Somerset",0,"G-ACJT"
"Dec 20, 1939","","Avro 652 Anson","Whitemark (Flinders Island), Tasmania",0,"A4-17"
"Dec 18, 1939","","Vickers 408 Wellington IA","Wilhelmshaven, Lower Saxony",6,"N2872"
"Dec 18, 1939","","Vickers 408 Wellington IA","Wilhelmshaven, Lower Saxony",6,"N2941"
"Dec 18, 1939","","Vickers 408 Wellington IA","North Sea, All World",1,"N2983"
"Dec 18, 1939","","Vickers 408 Wellington IA","Borkum Island, Lower Saxony",4,"N2888"
"Dec 18, 1939","","Vickers 408 Wellington IA","Borkum Island, Lower Saxony",4,"N2889"
"Dec 18, 1939","","Vickers 408 Wellington IA","Wilhelmshaven, Lower Saxony",6,"N2904"
"Dec 18, 1939","","Vickers 408 Wellington IA","Schillig, Lower Saxony",5,"N2935"
"Dec 18, 1939","","Vickers 408 Wellington IA","Borkum Island, Lower Saxony",2,"N2936"
"Dec 18, 1939","","Armstrong Whitworth AW.38 Whitley","Abingdon AFB, Oxfordshire",3,"K7260"
"Dec 18, 1939","","Vickers 408 Wellington IA","North Sea, All World",6,"N2961"
"Dec 18, 1939","","Vickers 408 Wellington IA","North Sea, All World",5,"N2962"
"Dec 18, 1939","","Vickers 408 Wellington IA","Borkum Island, Lower Saxony",2,"N2936"
"Dec 18, 1939","","Armstrong Whitworth AW.38 Whitley","Abingdon AFB, Oxfordshire",3,"K7260"
"Dec 18, 1939","","Vickers 408 Wellington IA","North Sea, All World",6,"N2961"
"Dec 18, 1939","","Vickers 408 Wellington IA","North Sea, All World",5,"N2962"
"Dec 18, 1939","","Junkers JU.52","Ceuta, Ceuta",9,"M-CABA"
"Dec 17, 1939","United Air Transport","Fokker Universal","Fort Saint John, British Columbia",0,"G-CAFU"
"Dec 15, 1939","","Bloch MB.210","Saint-Martin-d’Août, Drôme",2,"183"
"Dec 15, 1939","","Bloch MB.200","Divajeu, Drôme",3,"9"
"Dec 15, 1939","","Caudron C.630 Simoun","Lespéron, Ardèche",0,"345"
"Dec 15, 1939","","Caudron C.440 Goéland","Sablons, Drôme",0,"43"
"Dec 14, 1939","","Vickers 408 Wellington IA","Wangerooge Island, Lower Saxony",6,"N2870"
"Dec 14, 1939","","Vickers 408 Wellington IA","Wangerooge Island, Lower Saxony",6,"N2911"
"Dec 14, 1939","","Vickers 408 Wellington IA","Wangerooge Island, Lower Saxony",6,"N2886"
"Dec 14, 1939","","Vickers 408 Wellington IA","Wangerooge Island, Lower Saxony",6,"N2956"
"Dec 14, 1939","","Vickers 408 Wellington IA","Wangerooge Island, Lower Saxony",6,"N2986"
"Dec 14, 1939","","Vickers 408 Wellington IA","Newmarket AFB, Suffolk",3,"N2957"
"Dec 13, 1939","","Vickers 290 Wellington I","Methwold AFB, Norfolk",2,"R2699"
"Dec 12, 1939","","Wibault 283","Saint-Etienne, Loire",4,"F-AMTT"
"Dec 12, 1939","","Grumman G-21A Goose","Bocas del Toro, Colón",0,"38-572"
"Dec 6, 1939","","Avro 652 Anson","Ternhill AFB, Shropshire",0,"K8720"
"Dec 6, 1939","","Avro 652 Anson","North Sea, All World",4,"K6189"
"Dec 4, 1939","","Avro 652 Anson","Lindley-Nuneaton AFB, Leicestershire",0,"L7067"
"Dec 1, 1939","","Avro 652 Anson","Atlantic Ocean, All World",5,"N5073"
"Nov 29, 1939","","De Havilland DH.60 Moth","Point Cook (Melbourne), Victoria",2,"A7-62"
"Nov 29, 1939","","Vickers 290 Wellington I","Silloth AFB, Cumbria",0,"L4388"
"Nov 29, 1939","","Vickers 290 Wellington I","Silloth AFB, Cumbria",0,"L4389"
"Nov 28, 1939","","Avro 652 Anson","Minehead, Somerset",5,"N5084"
"Nov 28, 1939","","Avro 652 Anson","Wick, Caithness",0,"K8744"
"Nov 22, 1939","","Heinkel He.111","Torhout, West Flanders",3,"5J+FA"
"Nov 20, 1939","","Airspeed AS.10 Oxford","Gosport, Hampshire",2,"G-AFFM"
"Nov 19, 1939","","Handley Page H.P.54 Harrow","Penrhos AFB, Gwynedd",2,"K6939"
"Nov 17, 1939","","Heinkel He.111","Zell am See, Salzburg",4,"-"
"Nov 17, 1939","","Heinkel He.111","Untertilliach, Tyrol",3,"-"
"Nov 15, 1939","","Avro 652 Anson","Cranfield AFB, Bedfordshire",0,"N5196"
"Nov 11, 1939","","Armstrong Whitworth AW.38 Whitley","Bouxurulles, Vosges",5,"N1364"
"Nov 11, 1939","","De Havilland DH.60 Moth","Grimshaw, Alberta",0,"G-CAUE"
"Nov 10, 1939","","Avro 594 Avian","Morven, Queensland",0,"VH-UFY"
"Nov 10, 1939","","Junkers JU.52","Lastras de Cuéllar, Castile and León",7,"-"
"Nov 9, 1939","","Avro 652 Anson","Ternhill AFB, Shropshire",0,"L7059"
"Nov 8, 1939","","Armstrong Whitworth AW.38 Whitley","Abingdon AFB, Oxfordshire",3,"K7225"
"Nov 7, 1939","","Handley Page H.P.42","Tiverton, Devon",0,"G-AAXD"
"Nov 6, 1939","","Armstrong Whitworth AW.38 Whitley","Abingdon AFB, Oxfordshire",0,"K7185"
"Nov 6, 1939","","Armstrong Whitworth AW.38 Whitley","Abingdon AFB, Oxfordshire",0,"K7203"
"Nov 6, 1939","","Vickers 290 Wellington I","Methwold AFB, Norfolk",2,"L4345"
"Nov 6, 1939","","Airspeed AS.10 Oxford","Brize Norton AFB, Oxfordshire",0,"L4547"
"Nov 6, 1939","","De Havilland DH.83 Fox Moth","Black Cat Creek, Morobe",0,"VH-AAZ"
"Nov 5, 1939","","Vickers 290 Wellington I","Boughton, Northamptonshire",7,"L4239"
"Nov 5, 1939","","Avro 652 Anson","Saint Peter-La Villiaze, Channel Islands",0,"K8781"
"Nov 2, 1939","","De Havilland DH.60 Moth","Trondheim, Sør-Trøndelag",0,"123"
"Oct 31, 1939","","Avro 652 Anson","Weston-on-the-Green, Oxfordshire",1,"N5158"
"Oct 31, 1939","","Avro 652 Anson","Weston-on-the-Green, Oxfordshire",2,"N5177"
"Oct 31, 1939","","Simmonds Spartan","Pleasant Point, Canterbury Regional Council",0,"ZK-ABN"
"Oct 30, 1939","","Vickers 290 Wellington I","Honington AFB, Suffolk",5,"L4288"
"Oct 30, 1939","","Vickers 290 Wellington I","Honington AFB, Suffolk",4,"L4363"
"Oct 30, 1939","","Noorduyn Norseman","Sioux Lookout, Ontario",0,"CF-MPE"
"Oct 28, 1939","","Armstrong Whitworth AW.38 Whitley","France, All France",0,"K8984"
"Oct 28, 1939","","Armstrong Whitworth AW.38 Whitley","Triaucourt-en-Argonne, Meuse",0,"K8988"
"Oct 28, 1939","","Armstrong Whitworth AW.38 Whitley","France, All France",0,"K9008"
"Oct 26, 1939","","Fokker F7","Kiunga, Western (Fly)",0,"PK-AFF"
"Oct 25, 1939","","Armstrong Whitworth AW.38 Whitley","North Sea, All World",5,"N1358"
"Oct 20, 1939","","Avro 652 Anson","Selsey, West Sussex",0,"K8790"
"Oct 18, 1939","","Armstrong Whitworth AW.38 Whitley","Catterick AFB, North Yorkshire",7,"K8996"
"Oct 16, 1939","","Armstrong Whitworth AW.38 Whitley","Frankfurt-Main, Hesse",1,"K8947"
"Oct 16, 1939","","Armstrong Whitworth AW.38 Whitley","Aston Down AFB, Gloucestershire",0,"K8943"
"Oct 15, 1939","","Armstrong Whitworth AW.38 Whitley","Driffield AFB, East Yorkshire",1,"K8958"
"Oct 14, 1939","","Avro 652 Anson","The Channel, All World",0,"K8711"
"Oct 13, 1939","","Caproni Ca.133","Djibouti City, Djibouti City District",0,"I-DIRE"
"Oct 13, 1939","","Avro 652 Anson","Catterick AFB, North Yorkshire",0,"K6152"
"Oct 11, 1939","","Avro 652 Anson","Little Rissington AFB, Gloucestershire",1,"L7905"
"Oct 10, 1939","","Bristol 130 Bombay","Stafford, West Midlands",0,"L5818"
"Oct 10, 1939","","Junkers W.34","Calarmar, Bolívar",5,"C-53"
"Oct 10, 1939","","Junkers JU.52","Wangerooge Island, Lower Saxony",0,"-"
"Oct 8, 1939","","Heinkel He.111","Fanø Island, Syddanmark",0,"1H+LM"
"Oct 7, 1939","","Junkers JU.160","Taichung, Taichung City (臺中市)",0,"J-DAAF"
"Oct 4, 1939","","Avro 652 Anson","Radcliffe-on-Trent, Nottinghamshire",2,"N5096"
"Oct 2, 1939","","Armstrong Whitworth AW.38 Whitley","North Sea, All World",5,"K9018"
"Sep 19, 1939","","Vickers 290 Wellington I","Aberdare, Mid Glamorgan",0,"L4256"
"Sep 19, 1939","","Armstrong Whitworth AW.38 Whitley","Linton-on-Ouse AFB, North Yorkshire",2,"K9001"
"Sep 19, 1939","","Vickers 290 Wellington I","Carew Cheriton AFB, Pembrokeshire",0,"L4232"
"Sep 19, 1939","","Airspeed AS.10 Oxford","Montrose AFB, Angus (Forfarshire)",1,"L4645"
"Sep 18, 1939","","Airspeed AS.10 Oxford","Hullavington AFB, Wiltshire",1,"L4571"
"Sep 17, 1939","","Short S.25 Sunderland","Milford Haven, Pembrokeshire",9,"L2165"
"Sep 13, 1939","","Dornier DO.18","Ameland Island, Friesland",0,"M2+LK"
"Sep 12, 1939","","Airspeed AS.10 Oxford","South Cerney AFB, Gloucestershire",1,"L4574"
"Sep 11, 1939","","Armstrong Whitworth AW.38 Whitley","Reims, Marne",0,"K8965"
"Sep 10, 1939","","Avro 652 Anson","Hastings, East Sussex",0,"K8707"
"Sep 9, 1939","","Armstrong Whitworth AW.38 Whitley","Buc, Yvelines",0,"K8961"
"Sep 9, 1939","","Armstrong Whitworth AW.38 Whitley","Kassel, Hesse",0,"K8950"
"Sep 9, 1939","","Avro 652 Anson","Calais, Pas-de-Calais",1,"L7058"
"Sep 9, 1939","","Avro 652 Anson","Calais, Pas-de-Calais",0,"K6187"
"Sep 9, 1939","","Junkers JU.160","Cologne, North Rhine-Westphalia",0,"D-UQOL"
"Sep 8, 1939","","Vickers 290 Wellington I","Elveden, Suffolk",5,"L4320"
"Sep 8, 1939","","Handley Page H.P.54 Harrow","Penrhos AFB, Gwynedd",0,"K6959"
"Sep 8, 1939","","Airspeed AS.10 Oxford","United Kingdom, All United Kingdom",0,"L4582"
"Sep 8, 1939","","Fokker Super Universal","Suzuka, Kansai",0,"J-BDOS"
"Sep 7, 1939","","Handley Page H.P.54 Harrow","West Freugh AFB, Wigtownshire",0,"K7003"
"Sep 5, 1939","","Avro 652 Anson","Leuchars AFB, Fife",0,"K8845"
"Sep 5, 1939","","Avro 652 Anson","Borkum, Lower Saxony",3,"K6183"
"Sep 4, 1939","","Armstrong Whitworth AW.38 Whitley","Reims, Marne",0,"K8969"
"Sep 4, 1939","","Vickers 290 Wellington I","Brunsbüttel, Schleswig-Holstein",6,"L4275"
"Sep 4, 1939","","Vickers 290 Wellington I","Brunsbüttel, Schleswig-Holstein",5,"L4268"
"Sep 4, 1939","","Avro 652 Anson","Thorney Island AFB, West Sussex",4,"K8704"
"Sep 1, 1939","","Junkers JU.86","Vårdnäs, Östergötland",3,"-"
"Sep 1, 1939","","Junkers W.34","Gold Pines, Ontario",0,"CF-AQV"
"Aug 30, 1939","","Junkers JU.52","Hanover, Lower Saxony",7,"D-AFOP"
"Aug 29, 1939","","Vickers 290 Wellington I","Norwich, Norfolk",0,"L4257"
"Aug 29, 1939","","Vickers 290 Wellington I","Mildenhall AFB, Suffolk",1,"L4214"
"Aug 28, 1939","","De Havilland DH.84 Dragon","Lahore, Punjab (پنجاب)",2,"VT-AEL"
"Aug 28, 1939","","Avro 652 Anson","Montrose AFB, Angus (Forfarshire)",0,"K6240"
"Aug 28, 1939","","Vickers 290 Wellington I","Mildenhall AFB, Suffolk",0,"L4217"
"Aug 25, 1939","","Avro 652 Anson","Little Rissington AFB, Gloucestershire",0,"L7903"
"Aug 24, 1939","","Junkers F.24","Glindow, Brandenburg",2,"D-ULIS"
"Aug 23, 1939","","Bristol 130 Bombay","Martlesham Heath AFB, Suffolk",3,"L5808"
"Aug 21, 1939","Isle of Wight Flying Club","De Havilland DH.60 Moth","Sandown, Isle of Wight",1,"G-AAAL"
"Aug 19, 1939","","De Havilland DH.83 Fox Moth","Floyd Bennett Field, New York",0,"NC12739"
"Aug 19, 1939","","Heinkel He.111","Pfaffenhofen, Bavaria",4,"-"
"Aug 15, 1939","","Lockheed 10 Electra","Vordingborg, Sjælland",5,"G-AESY"
"Aug 15, 1939","","Lockheed 10 Electra","Hartford-Rentschler Field, Connecticut",0,"NC16051"
"Aug 13, 1939","","Sikorsky S-43","Rio de Janeiro, Rio de Janeiro",14,"NC16933"
"Aug 12, 1939","","Sikorsky S-38","Calabar, Cross River",0,"F-AOUC"
"Aug 11, 1939","","Lockheed 14 Super Electra","Luxeuil-les-Bains, Haute-Saône",0,"G-AFGN"
"Aug 11, 1939","","Vickers 290 Wellington I","Debden AFB, Essex",0,"L4240"
"Aug 9, 1939","","Vickers 290 Wellington I","North Sea, All World",3,"L4258"
"Aug 6, 1939","Catholic Mission of the Holy Ghost","Fokker Super Universal","Alexishaven, Madang",5,"VH-UJT"
"Aug 4, 1939","","Junkers JU.52","Tivissa, Catalonia",7,"D-AUJG"
"Aug 3, 1939","","Junkers JU.52","Yangon, Yangon Region",0,"D-ANJH"
"Aug 1, 1939","","Airspeed AS.10 Oxford","Lossiemouth AFB, Moray (Elginshire)",1,"N6329"
"Aug 1, 1939","","Airspeed AS.10 Oxford","Lossiemouth AFB, Moray (Elginshire)",2,"N6297"
"Jul 29, 1939","","De Havilland DH.86 Express","Kirby-in-Furness, Cumbria",0,"L7596"
"Jul 29, 1939","","Bloch MB.210","Tours, Indre-et-Loire",0,"2"
"Jul 26, 1939","","Avro 652 Anson","Inverkip, Renfrewshire",1,"K6255"
"Jul 21, 1939","Mutual Finance","De Havilland DH.90 Dragonfly","Little Hampden, Buckinghamshire",0,"G-AEXN"
"Jul 21, 1939","","Vickers 290 Wellington I","Stradishall AFB, Suffolk",3,"L4290"
"Jul 20, 1939","","Junkers JU.86","Konstanz, Baden-Württemberg",6,"HB-IXA"
"Jul 20, 1939","","De Havilland DH.60 Moth","Compton, Quebec",0,"CF-CEL"
"Jul 15, 1939","","Naval Aircraft Factory PH-2","Atlantic Ocean, All World",3,"V164"
"Jul 13, 1939","","Supermarine Walrus","Hong Kong, Hong Kong",0,"L2258"
"Jul 8, 1939","","Handley Page H.P.54 Harrow","Sheffield, South Yorkshire",0,"K6989"
"Jul 2, 1939","","De Havilland DH.85 Leopard Moth","Beira, Sofala",0,"VP-YAY"
"Jun 21, 1939","Wairarapa & Ruahine Aero Club","De Havilland DH.60 Moth","Masterton, Greater Wellington Regional Council",0,"ZK-ABE"
"Jun 20, 1939","British American Air Services - BAAS","De Havilland DH.89 Dragon Rapide","Forest-in-Teesdale, Durham",3,"G-AERE"
"Jun 15, 1939","United Air Transport","Fairchild FC-2","Juneau, Alaska",1,"G-CARM"
"Jun 12, 1939","","Short S.23 Empire Flying Boat","Calcutta, West Bengal",0,"G-ADVE"
"Jun 11, 1939","","De Havilland DH.60 Moth","Melbourne-Essendon, Victoria",0,"VH-UNP"
"Jun 11, 1939","Royal Victorian Aero Club","De Havilland DH.60 Moth","Melbourne-Essendon, Victoria",1,"VH-UHS"
"Jun 10, 1939","","Koolhoven FK.43","Vlissingen, Zeeland",3,"PH-AJK"
"Jun 6, 1939","","Avro 652 Anson","Leuchars AFB, Fife",0,"K8834"
"Jun 5, 1939","","Short S.25 Sunderland","Singapore-Seletar, All Singapore",4,"L5801"
"Jun 2, 1939","","Supermarine Walrus","Littlehampton, West Sussex",0,"L2173"
"May 28, 1939","","Avro 652 Anson","Aberdeen, Aberdeenshire",0,"K6239"
"May 20, 1939","","Avro 652 Anson","Abbotsinch AFB, Renfrewshire",0,"K6259"
"May 20, 1939","","Supermarine Walrus","Maine, Maine",0,"L2308"
"May 19, 1939","","Avro 652 Anson","Turnhouse AFB, Midlothian (County of Edinburgh)",0,"K8779"
"May 19, 1939","","Supermarine Walrus","Portsmouth, Hampshire",0,"L2309"
"May 17, 1939","","Lockheed 14 Super Electra","Fukuoka, Kyūshū",0,"J-BCOZ"
"May 15, 1939","","Vickers 290 Wellington I","Marham AFB, Norfolk",0,"L4243"
"May 14, 1939","","Short S.29 Stirling","Rochester, Kent",0,"L7600"
"May 12, 1939","","De Havilland DH.60 Moth","Roma, Queensland",1,"VH-UPY"
"May 11, 1939","","Airspeed AS.10 Oxford","Abu Sueir, Ismailia",0,"L4652"
"May 9, 1939","","Avro 652 Anson","Bircham Newton AFB, Norfolk",3,"K6210"
"May 9, 1939","","Airspeed AS.10 Oxford","Brize Norton AFB, Oxfordshire",0,"L4600"
"May 3, 1939","","Consolidated PBY-5A Catalina","North Island-Halsey Field NAS (San Diego), California",0,"1234"
"May 2, 1939","","Dewoitine D.338","Argana, Souss-Massa-Drâa",9,"F-ARIC"
"May 2, 1939","","Avro 652 Anson","Melbourne, Victoria",3,"A4-11"
"May 1, 1939","","Short S.23 Empire Flying Boat","Lumbo, Nampula",2,"G-ADVD"
"Apr 28, 1939","","Avro 652 Anson","Richmond, South Australia",4,"A4-32"
"Apr 25, 1939","","De Havilland DH.89 Dragon Rapide","Liverpool, Merseyside",1,"G-AEAK"
"Apr 22, 1939","","Avro 652 Anson","Bircham Newton AFB, Norfolk",0,"K6185"
"Apr 22, 1939","","Bloch MB.210","Tours, Indre-et-Loire",4,"-"
"Apr 22, 1939","","Bloch MB.210","Tours, Indre-et-Loire",5,"152"
"Apr 17, 1939","","Avro 652 Anson","Eastchurch AFB, Kent",0,"K8710"
"Apr 17, 1939","","Avro 652 Anson","Abbotsinch AFB, Renfrewshire",0,"K6245"
"Apr 17, 1939","","Airspeed AS.10 Oxford","Balmain AFB, Aberdeenshire",0,"L4653"
"Apr 15, 1939","South American Gulf Oil Company","Ford 5","El Carmen, Norte de Santander",2,"NC8411"
"Apr 15, 1939","Venezuelian Government","Fokker F8","Uruyén, Bolívar",0,"YV-AFO"
"Apr 12, 1939","","Junkers W.34","Villavicencio, Meta",0,"-"
"Apr 5, 1939","","Avro 652 Anson","Tangmere AFB, West Sussex",0,"K6275"
"Apr 4, 1939","","Airspeed AS.10 Oxford","South Cerney AFB, Gloucestershire",0,"L4628"
"Apr 3, 1939","French Government","Caudron C.635 Simoun","Morondava, Toliara Province",1,"F-AOOT"
"Apr 3, 1939","","Junkers W.33","Chochis, Santa Cruz",0,"CB-19"
"Apr 1, 1939","","Avro 652 Anson","Leuchars AFB, Fife",0,"K8780"
"Apr 1, 1939","","Supermarine Walrus","Aden, 'Adan (عدن)",0,"L2241"
"Mar 29, 1939","","De Havilland DH.60 Moth","South Africa, All South Africa",0,"ZS-ABG"
"Mar 26, 1939","","Douglas DC-2","Oklahoma City, Oklahoma",8,"NC13727"
"Mar 22, 1939","","Avro 652 Anson","Sidmouth, Devon",0,"K8749"
"Mar 18, 1939","","Boeing 307 Stratoliner","Alder, Washington",10,"NX19901"
"Mar 18, 1939","","Avro 652 Anson","Torrance, Dunbartonshire",4,"K6321"
"Mar 15, 1939","","Boeing 247","Manzanares, Caldas",8,"C-149"
"Mar 14, 1939","","Junkers JU.52","Brussels, Flemish Brabant",3,"OO-AUA"
"Mar 14, 1939","","Junkers JU.86","Pampa de Camarones, Región de Arica y Parinacota",0,"CC-LAN"
"Mar 12, 1939","","Junkers JU.52","Weining, Guizhou",0,"XXIII"
"Mar 12, 1939","","Short S.23 Empire Flying Boat","Jakarta, City District of Jakarta",0,"G-ADUY"
"Mar 11, 1939","","Avro 652 Anson","Borrowby, Yorkshire",0,"K6280"
"Mar 6, 1939","Reale Unione Nazionale Aeronautica (RUNA)","Fokker F7","Bologna, Emilia-Romagna",0,"I-AFRO"
"Feb 28, 1939","Auckland Aero Club","De Havilland DH.60 Moth","Auckland, Auckland Council",0,"ZK-ADG"
